sentence_id,source_file,tokens,text,cluster,cluster_label_auto
3465,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['présence', 'contractants', 'témoins', 'contrat', 'exigée', 'ainsi', 'production', 'écrit', 'constatant', 'contrat', 'existe', 'écrit', 'peut', 'éviter', 'parfois', 'nécessité', 'convo', 'quer', 'témoins', 'ainsi', 'plus', 'haut']",présence contractants témoins contrat exigée ainsi production écrit constatant contrat existe écrit peut éviter parfois nécessité convo quer témoins ainsi plus haut,3,dans / plus / soudan
3466,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['contrac', 'tants', 'peuvent', 'faire', 'représenter', 'par', 'fondés', 'pouvoir', 'non', 'témoins']",contrac tants peuvent faire représenter par fondés pouvoir non témoins,2,par / dans / leur
3467,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cas', 'décès', 'contractants', 'deux', 'héri', 'tier', 'défunt', 'présente', 'nalurellementà', 'place', 'puisqu', 'hérité', 'ses', 'droits', 'ses', 'obligations']",cas décès contractants deux héri tier défunt présente nalurellementà place puisqu hérité ses droits ses obligations,5,ses / son / lui
3468,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cas', 'décès', 'témoins', 'absents', 'par', 'raison', 'force', 'majeure', 'généralement', 'admis', 'peuvent', 'remplacés', 'par', 'personnes', 'ayant', 'entendu', 'parler', 'par', 'eux', 'par', 'contrac', 'tants', 'conditions', 'contrat', 'pourvu', 'ces', 'personnes', 'soient', 'nombre', 'moins', 'égal', 'nombre', 'témoins', 'véri', 'tables', 'soient', 'pas', 'parentes', 'alliées', 'aucun', 'contractants']",cas décès témoins absents par raison force majeure généralement admis peuvent remplacés par personnes ayant entendu parler par eux par contrac tants conditions contrat pourvu ces personnes soient nombre moins égal nombre témoins véri tables soient pas parentes alliées aucun contractants,2,par / dans / leur
3469,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['souvent', 'aussi', 'absence', 'témoins', 'oblige', 'contrac', 'tants', 'tout', 'moins', 'eux', 'prêter', 'serment', 'spécial', 'voir', 'plus', 'loin', 'procédure', 'serments', 'épreuves', 'judiciaires']",souvent aussi absence témoins oblige contrac tants tout moins eux prêter serment spécial voir plus loin procédure serments épreuves judiciaires,3,dans / plus / soudan
3470,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['aucun', 'doute', 'sur', 'existence', 'clauses', 'contrat', 'désaccord', 'entre', 'parties', 'sujet', 'fait', 'son', 'exécution', 'preuve', 'fournie', 'par', 'témoins', 'leur', 'absence', 'par', 'serment', 'analogue', 'celui', 'cité', 'tout', 'heure']",aucun doute sur existence clauses contrat désaccord entre parties sujet fait son exécution preuve fournie par témoins leur absence par serment analogue celui cité tout heure,2,par / dans / leur
3471,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['règles', 'générales', 'viennent', 'exposées', 'appliquent', 'tous', 'genres', 'contrat', 'reviendrons', 'pas', 'propos', 'contrats', 'plus', 'fréquents', 'ôtre', 'question', 'propos', 'chacun', 'ces', 'contrats', 'examinerons', 'règles', 'particulières', 'appliquent', 'spéciale', 'ment', 'lui']",règles générales viennent exposées appliquent tous genres contrat reviendrons pas propos contrats plus fréquents ôtre question propos chacun ces contrats examinerons règles particulières appliquent spéciale ment lui,0,pour / dans / ces
3472,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['selon', 'etre', 'dit', 'plus', 'haut', 'peut', 'vendre', 'possède', 'fruits', 'pro', 'duits', 'possède', 'par', 'suite', 'bien', 'possédé', 'par', 'collectivité', 'peut', 'vendu', 'par', 'cette', 'collectivité', 'même', 'son', 'chef', 'muni', 'pouvoirs', 'collectivité', 'entière', 'non', 'par', 'quelconque', 'ses', 'membres', 'même', 'par', 'son', 'chef', 'pas', 'dément', 'autorisé', 'sera', 'ainsi', 'par', 'exemple', 'bien', 'famille', 'terrains', 'possédés', 'par', 'tribu', 'village', 'comme', 'aussi', 'droits', 'usufruit', 'superficie', 'etc']",selon etre dit plus haut peut vendre possède fruits pro duits possède par suite bien possédé par collectivité peut vendu par cette collectivité même son chef muni pouvoirs collectivité entière non par quelconque ses membres même par son chef pas dément autorisé sera ainsi par exemple bien famille terrains possédés par tribu village comme aussi droits usufruit superficie etc,2,par / dans / leur
3473,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cette', 'distinction', 'établie', 'tout', 'bien', 'peut', 'vendu', 'par', 'son', 'ses', 'pro', 'priétaires', 'quelle', 'soit', 'nature', 'réserve', 'faite', 'biens', 'aliénation', 'interdite', 'par', 'coutume', 'autori', 'sée', 'dans', 'conditions', 'très', 'spéciales', 'voir', 'notamment', 'etre', 'dit', 'sujet', 'biens', 'fonciers', 'bien', 'famille']",cette distinction établie tout bien peut vendu par son ses pro priétaires quelle soit nature réserve faite biens aliénation interdite par coutume autori sée dans conditions très spéciales voir notamment etre dit sujet biens fonciers bien famille,2,par / dans / leur
3474,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['vente', 'peut', 'opérer', 'comptant', 'crédit', 'terme']",vente peut opérer comptant crédit terme,0,pour / dans / ces
3475,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['plupart', 'temps', 'indigènes', 'paient', 'comptant', 'achètent', 'marché', 'sur', 'place', 'publique', 'dans', 'lieu', 'étape', 'sur', 'route', 'encore', 'dans', 'boutique', 'appartenant', 'européen', 'ventes', 'conclues', 'domicile', 'ventes', 'quelque', 'importance', 'presque', 'toujours', 'ventes', 'crédit', 'terme']",plupart temps indigènes paient comptant achètent marché sur place publique dans lieu étape sur route encore dans boutique appartenant européen ventes conclues domicile ventes quelque importance presque toujours ventes crédit terme,4,sur / rive / pour
3476,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['dans', 'vente', 'comptant', 'objet', 'vendu', 'paiement', 'remis', 'tous', 'deux', 'séance', 'tenante', 'fois', 'marché', 'conclu']",dans vente comptant objet vendu paiement remis tous deux séance tenante fois marché conclu,0,pour / dans / ces
3477,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cette', 'sorte', 'vente', 'comporte', 'pas', 'général', 'contrat', 'pro', 'prement', 'dit', 'pas', 'besoin', 'faite', 'devant', 'témoins', 'pour', 'valide', 'cependant', 'comme', 'lieu', 'plus', 'souvent', 'public', 'trouve', 'généralement', 'témoins', 'assisté', 'fortuitement', 'peuvent', 'appelés', 'par', 'vendeur', 'acheteur', 'cas', 'contestation', 'par', 'exemple', 'contractants', 'moment', 'prendre', 'livraison', 'objet', 'vendu', 'son', 'prix', 'aperçoit', 'objet', 'possède', 'vices', 'somme', 'remise', 'paiement', 'pas', 'juste', 'renferme', 'pièces', 'fausses']",cette sorte vente comporte pas général contrat pro prement dit pas besoin faite devant témoins pour valide cependant comme lieu plus souvent public trouve généralement témoins assisté fortuitement peuvent appelés par vendeur acheteur cas contestation par exemple contractants moment prendre livraison objet vendu son prix aperçoit objet possède vices somme remise paiement pas juste renferme pièces fausses,2,par / dans / leur
3478,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['dans', 'vente', 'crédit', 'objet', 'vendu', 'remis', 'acheteur', 'aussitôt', 'vente', 'conclue', 'paiement', 'effectué', 'bout', 'temps', 'déterminé', 'indéterminé', 'souvent', 'par', 'frac', 'tions', 'successives']",dans vente crédit objet vendu remis acheteur aussitôt vente conclue paiement effectué bout temps déterminé indéterminé souvent par frac tions successives,2,par / dans / leur
3479,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['paiement', 'doit', 'toujours', 'effectué', 'devant', 'témoins', 'cas', 'vente', 'crédit']",paiement doit toujours effectué devant témoins cas vente crédit,0,pour / dans / ces
3480,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['dans', 'vente', 'terme', 'livraison', 'immédiate', 'objet', 'vendu', 'paiement', 'plusieurs', 'termes', 'fixés', 'pour', 'remise', 'autre', 'remise', 'doit', 'lieu', 'devant', 'témoins']",dans vente terme livraison immédiate objet vendu paiement plusieurs termes fixés pour remise autre remise doit lieu devant témoins,0,pour / dans / ces
3481,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['dans', 'vente', 'crédit', 'dans', 'vente', 'terme', 'vendeur', 'dès', 'instant', 'livré', 'objet', 'vendu', 'peut', 'exiger', 'acheteur', 'acompte', 'garantie', 'garantie', 'sera', 'conservée', 'par', 'lui', 'jusqu', 'paiement', 'intégral', 'prix', 'con', 'venu', 'pour', 'vente', 'moment', 'sera', 'remise', 'acheteur']",dans vente crédit dans vente terme vendeur dès instant livré objet vendu peut exiger acheteur acompte garantie garantie sera conservée par lui jusqu paiement intégral prix con venu pour vente moment sera remise acheteur,2,par / dans / leur
3482,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cotte', 'garantie', 'animal', 'vendeur', 'tenu', 'nour', 'rir', 'soigner', 'ses', 'frais', 'pendant', 'tout', 'temps', 'conserve', 'responsable', 'cet', 'animal', 'vient', 'égarer', 'meurt', 'étant', 'garantie', 'vendeur', 'tenu', 'rem', 'bourser', 'acheteur', 'moins', 'deux', 'parties', 'consen', 'tent', 'valeur', 'animal', 'soit', 'déduite', 'montant', 'créance', 'dépasse', 'montant', 'créancier', 'doit', 'remettre', 'surplus', 'débiteur']",cotte garantie animal vendeur tenu nour rir soigner ses frais pendant tout temps conserve responsable cet animal vient égarer meurt étant garantie vendeur tenu rem bourser acheteur moins deux parties consen tent valeur animal soit déduite montant créance dépasse montant créancier doit remettre surplus débiteur,5,ses / son / lui
3483,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['réalité', 'toute', 'vente', 'échange', 'puisqu', 'consiste', 'échanger', 'objet', 'matériel', 'moral', 'contre', 'autre', 'objet', 'constitue', 'paiement']",réalité toute vente échange puisqu consiste échanger objet matériel moral contre autre objet constitue paiement,0,pour / dans / ces
3484,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['style', 'courant', 'réserve', 'nom', 'échange', 'vente', 'dans', 'laquelle', 'paiement', 'constitué', 'par', 'objet', 'pourrait', 'lui', 'même', 'vendre', 'dire', 'par', 'autre', 'chose', 'monnaie']",style courant réserve nom échange vente dans laquelle paiement constitué par objet pourrait lui même vendre dire par autre chose monnaie,2,par / dans / leur
3485,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['échanges', 'ainsi', 'dénnis', 'étaient', 'autrefois', 'très', 'fréquents', 'opè', 'rent', 'moins', 'moins', 'mesure', 'usage', 'monnaies', 'généralise']",échanges ainsi dénnis étaient autrefois très fréquents opè rent moins moins mesure usage monnaies généralise,0,pour / dans / ces
3486,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['monnaies', 'européennes', 'usage', 'soudan', 'chez', 'indi', 'gènes', 'abord', 'monnaie', 'française', 'pièces', 'argent', 'beaucoup', 'plus', 'nombreuses', 'surtout', 'pièces', 'cinq', 'francs', 'pièces', 'billon', 'plus', 'rares', 'pièces', 'plus', 'rares', 'encor', 'pièces', 'denickel', 'apeuprèsinconnuesjusqu', 'ici', 'ensuite', 'billets', 'banque', 'afrique', 'occidentale', 'beaucoup', 'moins', 'appréciés', 'billets', 'banque', 'france', 'avaient', 'cours', 'précédemment', 'pièces', 'anglaises', 'allemandes', 'taux', 'francs', 'pièce', 'shillings', 'marks']",monnaies européennes usage soudan chez indi gènes abord monnaie française pièces argent beaucoup plus nombreuses surtout pièces cinq francs pièces billon plus rares pièces plus rares encor pièces denickel apeuprèsinconnuesjusqu ici ensuite billets banque afrique occidentale beaucoup moins appréciés billets banque france avaient cours précédemment pièces anglaises allemandes taux francs pièce shillings marks,3,dans / plus / soudan
3487,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['pièces', 'argent', 'anglaises', 'assez', 'répandues', 'guinée', 'côte', 'ivoire', 'dahomey', 'pas', 'accep', 'tées', 'par', 'caisses', 'publiques']",pièces argent anglaises assez répandues guinée côte ivoire dahomey pas accep tées par caisses publiques,2,par / dans / leur
3488,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['existe', 'aussi', 'monnaies', 'indigènes', 'petits', 'coquillages', 'univalves', 'provenant', 'océan', 'indien', 'usitées', 'dans', 'tout', 'soudan', 'haut', 'sénégal', 'niger', 'nord', 'gui', 'née', 'côte', 'ivoire', 'dahomey', 'taux', 'varia', 'ble', 'dans', 'plupart', 'pays', 'taux', 'usuel', 'taux', 'ban', 'mana', 'bambara', 'dire', 'cauries', 'pour', 'franc', 'dans', 'quelques', 'régions', 'taux', 'malinké', 'dire', 'cauries', 'pour', 'franc', 'dans', 'certain', 'nombre', 'villes', 'habitées', 'par', 'dioula', 'taux', 'musulman', 'dire', 'cauries', 'pour', 'franc']",existe aussi monnaies indigènes petits coquillages univalves provenant océan indien usitées dans tout soudan haut sénégal niger nord gui née côte ivoire dahomey taux varia ble dans plupart pays taux usuel taux ban mana bambara dire cauries pour franc dans quelques régions taux malinké dire cauries pour franc dans certain nombre villes habitées par dioula taux musulman dire cauries pour franc,3,dans / plus / soudan
3489,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['outre', 'convient', 'noter', 'dans', 'même', 'pays', 'cours', 'cauries', 'peut', 'varier', 'selon', 'abondance', 'pénu', 'rie', 'cette', 'monnaie', 'passer', 'taux', 'malinké', 'taux', 'musul', 'man', 'même', 'certaines', 'époques', 'cauries', 'monter', 'pour', 'franc', 'dans', 'boucle', 'niger', 'descendre', 'pour', 'franc', 'dahomey']",outre convient noter dans même pays cours cauries peut varier selon abondance pénu rie cette monnaie passer taux malinké taux musul man même certaines époques cauries monter pour franc dans boucle niger descendre pour franc dahomey,3,dans / plus / soudan
3490,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['existe', 'dos', 'indigènes', 'pratiquent', 'accaparement', 'cauries', 'afin', 'faire', 'monter', 'cours', 'écouler', 'alors', 'leur', 'stock', 'taux', 'avantageux']",existe dos indigènes pratiquent accaparement cauries afin faire monter cours écouler alors leur stock taux avantageux,0,pour / dans / ces
3491,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['long', 'lisière', 'nord', 'forêt', 'dense', 'principalement', 'cauries', 'existent', 'toute', 'antiquité', 'soudan']",long lisière nord forêt dense principalement cauries existent toute antiquité soudan,0,pour / dans / ces
3492,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['semble', 'leur', 'importation', 'afrique', 'occidentale', 'abord', 'par', 'egypte', 'abyssinie', 'avant']",semble leur importation afrique occidentale abord par egypte abyssinie avant,2,par / dans / leur
3493,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['puis', 'par', 'maroc', 'moyen', 'âge', 'plus', 'récem', 'ment', 'voiliers', 'hambourg', 'importèrent', 'maldives', 'côte', 'zanzibar', 'aujourd', 'hui', 'nord', 'sud', 'soudan', 'comme', 'tchad', 'servent', 'plus', 'guère', 'pour', 'parure', 'orne', 'mentation']",puis par maroc moyen âge plus récem ment voiliers hambourg importèrent maldives côte zanzibar aujourd hui nord sud soudan comme tchad servent plus guère pour parure orne mentation,2,par / dans / leur
3494,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['paquet', 'cauries', 'appelé', 'mandingue', 'ainsi', 'dans', 'pays', 'influence', 'mandingne', 'daba', 'jaoka', 'encore', 'ofo', 'paquet', 'cauries', 'appelle', 'oao', 'cauries', 'dix', 'daba', 'cauries']",paquet cauries appelé mandingue ainsi dans pays influence mandingne daba jaoka encore ofo paquet cauries appelle oao cauries dix daba cauries,0,pour / dans / ces
3495,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['par', 'assimilation', 'appelle', 'toko', 'somme', 'cent', 'francs', 'pièces', 'mues', 'somme', 'mille', 'francs', 'piè', 'ces', 'francs']",par assimilation appelle toko somme cent francs pièces mues somme mille francs piè ces francs,2,par / dans / leur
3496,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['guinée', 'côte', 'ivoire', 'surtout', 'dans', 'pays', 'colas', 'fait', 'usage', 'tige', 'fer', 'plate', 'fabrication', 'indigène', 'aflectantà', 'peu', 'près', 'forme', 'jambe', 'pied', 'lon', 'gueur', 'variant', 'entre', 'centimètres', 'général', 'valant', 'environ', 'cinq', 'centimes', 'pièce', 'ici', 'aussi', 'cours', 'varia', 'bles']",guinée côte ivoire surtout dans pays colas fait usage tige fer plate fabrication indigène aflectantà peu près forme jambe pied lon gueur variant entre centimètres général valant environ cinq centimes pièce ici aussi cours varia bles,0,pour / dans / ces
3497,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['dans', 'pays', 'aurifères', 'bambouk', 'lobi', 'dans', 'régions', 'fait', 'commerce', 'use', 'encore', 'quoique', 'moins', 'aujourd', 'hui', 'autrefois', 'poudre', 'pépites', 'paiements', 'effectuent', 'alors', 'moins', 'plupart', 'temps', 'pesée', 'chaque', 'marchand', 'possède', 'petite', 'balance', 'poids', 'soit', 'poids', 'indigènes', 'soit', 'poids', 'fabrication', 'européenne', 'lors', 'vente', 'deux', 'contractants', 'pèsent', 'tour', 'rôle', 'chacun', 'servant', 'ses', 'propres', 'poids', 'méthode', 'double', 'pesée', 'connue', 'plupart', 'temps', 'exigée']",dans pays aurifères bambouk lobi dans régions fait commerce use encore quoique moins aujourd hui autrefois poudre pépites paiements effectuent alors moins plupart temps pesée chaque marchand possède petite balance poids soit poids indigènes soit poids fabrication européenne lors vente deux contractants pèsent tour rôle chacun servant ses propres poids méthode double pesée connue plupart temps exigée,3,dans / plus / soudan
3498,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cours', 'généralement', 'adopté', 'francs', 'once', 'grammes', 'francs', 'gramme', 'dans', 'pays', 'musulmans', 'unité', 'poids', 'généralement', 'adoptée', 'arabe', 'pesant', 'entre', 'grammes']",cours généralement adopté francs once grammes francs gramme dans pays musulmans unité poids généralement adoptée arabe pesant entre grammes,3,dans / plus / soudan
3499,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['parmi', 'produits', 'marchandises', 'usités', 'comme', 'monnaies', 'échange', 'faut', 'citer', 'sel', 'colas', 'tabac', 'feuilles', 'poudre', 'bandes', 'tissu', 'indigène', 'tissus', 'pièces', 'houes', 'fer', 'tiges', 'bracelets', 'cuivre', 'certaines', 'per', 'verroterie', 'corail', 'etc']",parmi produits marchandises usités comme monnaies échange faut citer sel colas tabac feuilles poudre bandes tissu indigène tissus pièces houes fer tiges bracelets cuivre certaines per verroterie corail etc,0,pour / dans / ces
3500,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cession', 'consiste', 'abandonner', 'con', 'tractant', 'soit', 'gratuitement', 'soit', 'contre', 'rémunération', 'droits', 'possède', 'sur', 'propriété', 'usage', 'bien', 'foncier', 'mobilier', 'encore', 'obligations', 'droits', 'résultant', 'con', 'trat', 'préalable']",cession consiste abandonner con tractant soit gratuitement soit contre rémunération droits possède sur propriété usage bien foncier mobilier encore obligations droits résultant con trat préalable,4,sur / rive / pour
3501,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cession', 'titre', 'gracieux', 'constitue', 'formes', 'donation', 'voir', 'plus', 'loin', 'cession', 'contre', 'rému', 'nération', 'constitue', 'formes', 'vente', 'voir', 'dessus']",cession titre gracieux constitue formes donation voir plus loin cession contre rému nération constitue formes vente voir dessus,1,voir / note / voir aussi
3502,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['règles', 'énoncées', 'propos', 'vente', 'donation', 'pliquent', 'aussi', 'cession']",règles énoncées propos vente donation pliquent aussi cession,0,pour / dans / ces
3503,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['donation', 'abandon', 'pur', 'simple', 'contractant', 'droits', 'propriété', 'réelle', 'possède', 'sur', 'bien', 'quelconque']",donation abandon pur simple contractant droits propriété réelle possède sur bien quelconque,4,sur / rive / pour
3504,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['quoique', 'pratiquée', 'assez', 'rarement', 'admise', 'par', 'indigènes', 'soudan', 'soumise', 'aux', 'règles', 'générales', 'régissant', 'contrats']",quoique pratiquée assez rarement admise par indigènes soudan soumise aux règles générales régissant contrats,2,par / dans / leur
3505,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['bon', 'noter', 'soudan', 'comme', 'europe', 'donation', 'appelle', 'général', 'moins', 'officieusement', 'dona', 'tion', 'retour', 'moins', 'soit', 'paiement', 'service', 'rendu', 'sorte', 'constitue', 'quelque', 'sorte', 'contrat', 'tacite', 'échange', 'vente', 'ainsi', 'presque', 'partout', 'voyageur', 'reçoit', 'gratuitement', 'hospitalité', 'chez', 'habitant', 'tenu', 'lui', 'faire', 'retour', 'cadeau', 'proportionné', 'qualité', 'hospitalité', 'reçue', 'voyageur', 'auquel', 'son', 'hôte', 'aura', 'fait', 'cadeau', 'poulet', 'pour', 'nourriture', 'aura', 'rien', 'donné', 'retour', 'son', 'hôte', 'entendra', 'dire', 'très', 'sou', 'vent', 'par', 'dernier', 'pris', 'poulet', 'dois', 'poulet', 'pour', 'traduire', 'littéralement', 'phrase', 'indi', 'gène', 'mes', 'poulets', 'chez', 'toi']",bon noter soudan comme europe donation appelle général moins officieusement dona tion retour moins soit paiement service rendu sorte constitue quelque sorte contrat tacite échange vente ainsi presque partout voyageur reçoit gratuitement hospitalité chez habitant tenu lui faire retour cadeau proportionné qualité hospitalité reçue voyageur auquel son hôte aura fait cadeau poulet pour nourriture aura rien donné retour son hôte entendra dire très sou vent par dernier pris poulet dois poulet pour traduire littéralement phrase indi gène mes poulets chez toi,5,ses / son / lui
3506,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['louage', 'consiste', 'abandonner', 'moyennant', 'rémunération', 'soit', 'pour', 'temps', 'donné', 'soit', 'pour', 'durée', 'indéterminée', 'usage', 'jouissance', 'bien', 'quelconque', 'terrain', 'maison', 'cheval', 'bétail', 'objet', 'usager', 'etc']",louage consiste abandonner moyennant rémunération soit pour temps donné soit pour durée indéterminée usage jouissance bien quelconque terrain maison cheval bétail objet usager etc,0,pour / dans / ces
3507,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['objet', 'louage', 'peut', 'aussi', 'personne', 'dans', 'cas', 'bien', 'loueur', 'abandonne', 'contractant', 'usage', 'bras', 'tiers', 'passait', 'temps', 'esclavage', 'lorsque', 'maître', 'pouvait', 'louer', 'ses', 'esclaves', 'soigneur', 'ses', 'serfs', 'passe', 'encore', 'aujourd', 'hui', 'sens', 'père', 'tuteur', 'peut', 'louer', 'services', 'ses', 'enfants', 'pupilles', 'chef', 'ceux', 'ses', 'sujets', 'bien', 'loueur', 'loue', 'lui', 'même', 'revient', 'engager', 'comme', 'serviteur', 'travailleur', 'service', 'autre']",objet louage peut aussi personne dans cas bien loueur abandonne contractant usage bras tiers passait temps esclavage lorsque maître pouvait louer ses esclaves soigneur ses serfs passe encore aujourd hui sens père tuteur peut louer services ses enfants pupilles chef ceux ses sujets bien loueur loue lui même revient engager comme serviteur travailleur service autre,5,ses / son / lui
3508,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cette', 'dernière', 'forme', 'contrat', 'répond', 'exactement', 'notre', 'conception', 'travail', 'salarié', 'existé', 'tout', 'temps', 'soudan', 'était', 'peu', 'usage', 'avant', 'notre', 'arrivée', 'dans', 'pays', 'remplacée', 'était', 'général', 'par', 'travail', 'fourni', 'maître', 'soigneur', 'par', 'ses', 'propres', 'esclaves', 'serfs', 'par', 'ceux', 'lui', 'louait', 'autre', 'maître', 'seigneur']",cette dernière forme contrat répond exactement notre conception travail salarié existé tout temps soudan était peu usage avant notre arrivée dans pays remplacée était général par travail fourni maître soigneur par ses propres esclaves serfs par ceux lui louait autre maître seigneur,2,par / dans / leur
3509,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['lui', 'avons', 'donné', 'grand', 'développement', 'par', 'institution', 'nos', 'engagements', 'militaires', 'civils', 'par', 'création', 'emplois', 'domestiques', 'manœuvres', 'ouvriers', 'commis', 'travailleurs', 'salariés', 'tous', 'ordres']",lui avons donné grand développement par institution nos engagements militaires civils par création emplois domestiques manœuvres ouvriers commis travailleurs salariés tous ordres,2,par / dans / leur
3510,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['cette', 'forme', 'contrat', 'répandue', 'beau', 'coup', 'dans', 'milieux', 'purement', 'indigènes', 'depuis', 'abolition', 'définitive', 'esclavage', 'modification', 'coutumes', 'réglant', 'servage', 'esclavage', 'domestique']",cette forme contrat répandue beau coup dans milieux purement indigènes depuis abolition définitive esclavage modification coutumes réglant servage esclavage domestique,0,pour / dans / ces
3511,Haut-Sénégal-Niger_(Soudan_français)_Première_série_[...]Delafosse_Maurice_bpt6k103565h.txt,"['louage', 'choses', 'contrat', 'distingue', 'vente', 'moins', 'quant', 'régime', 'adopté', 'propriétaire', 'abandonne', 'pas', 'ses', 'droits', 'propriété', 'sur', 'objet', 'contrat']",louage choses contrat distingue vente moins quant régime adopté propriétaire abandonne pas ses droits propriété sur objet contrat,4,sur / rive / pour
