sentence_id,source_file,tokens,text,matched_keywords,primary_keyword,cluster,cluster_label_auto
875,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['dans', 'conclusion', 'son', 'ouvrage', 'important', 'lire', 'colo', 'nel', 'estime', 'affermissement', 'puissance', 'française', 'dans', 'direc', 'tion', 'siguiri', 'fouta', 'djalon', 'compensation', 'pour', 'perte', 'bouches', 'niger']",dans conclusion son ouvrage important lire colo nel estime affermissement puissance française dans direc tion siguiri fouta djalon compensation pour perte bouches niger,[],,2,dans / ces / leur
876,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['premières', 'mesures', 'prises', 'pour', 'commencer', 'campagne', 'contre', 'lui']",premières mesures prises pour commencer campagne contre lui,[],,3,était / pour / lui
877,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['août', 'tandis', 'remettais', 'saint', 'raphaël', 'fatigues', 'campagne', 'trois', 'ans', 'aux', 'antilles', 'télégramme', 'aux', 'couleurs', 'officielles', 'mandait', 'paris', 'ministère', 'marine', 'colonies']",août tandis remettais saint raphaël fatigues campagne trois ans aux antilles télégramme aux couleurs officielles mandait paris ministère marine colonies,[],,3,était / pour / lui
878,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['paquebol', 'quittant', 'bordeaux', 'octobre', 'emportait', 'plus', 'grande', 'partie', 'personnel', 'destiné', 'haut', 'fleuve']",paquebol quittant bordeaux octobre emportait plus grande partie personnel destiné haut fleuve,[],,5,par / plus / hadj
879,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['moi', 'même', 'barquai', 'octobre', 'avec', 'officiers', 'étaient', 'pas', 'encore', 'partis', 'avec', 'derniers', 'objets', 'appartenant', 'expédition']",moi même barquai octobre avec officiers étaient pas encore partis avec derniers objets appartenant expédition,[],,0,avec / lui / ses
880,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['jour', 'même', 'quitté', 'paris', 'câblogramme', 'venu', 'saint', 'louis', 'annoncé', 'marabout', 'mahmadou', 'lamine', 'venait', 'attaquer', 'notre', 'poste', 'sénoudébou', 'fait', 'trancher', 'tête', 'roi', 'bondou', 'notre', 'allié', 'avions', 'pris', 'sous', 'notre', 'protection']",jour même quitté paris câblogramme venu saint louis annoncé marabout mahmadou lamine venait attaquer notre poste sénoudébou fait trancher tête roi bondou notre allié avions pris sous notre protection,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
881,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['était', 'done', 'temps', 'entrer', 'campagne']",était done temps entrer campagne,[],,3,était / pour / lui
882,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['raison', 'énormes', 'difficultés', 'présentait', 'transport', 'canonnière', 'complète', 'kayes', 'bammako', 'intérêt', 'faire', 'aboutir', 'cel', 'essai', 'malgré', 'moyens', 'imparfaits', 'pouvaient', 'mis', 'notre', 'disposition']",raison énormes difficultés présentait transport canonnière complète kayes bammako intérêt faire aboutir cel essai malgré moyens imparfaits pouvaient mis notre disposition,[],,3,était / pour / lui
883,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['dès', 'mon', 'arrivée', 'saint', 'louis', 'etre', 'mis', 'relations', 'télégraphiques', 'avec', 'commandant', 'monségur', 'exerçait', 'alors', 'fonctions', 'comman', 'dant', 'supérieur', 'par', 'intérim', 'kayes', 'essayé', 'rendre', 'compte', 'mieux', 'possible', 'situation', 'politique', 'pays', 'dans', 'lesquels', 'allais', 'opérer']",dès mon arrivée saint louis etre mis relations télégraphiques avec commandant monségur exerçait alors fonctions comman dant supérieur par intérim kayes essayé rendre compte mieux possible situation politique pays dans lesquels allais opérer,[],,0,avec / lui / ses
884,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['somme', 'pouvait', 'résumer', 'comme', 'suit', 'notre', 'situation', 'dans', 'haut', 'fleuve', 'nouveau', 'prophète', 'mahmadou', 'lamine', 'enorgueilli', 'par', 'ses', 'récents', 'succès', 'dans', 'bondou', 'était', 'fortifié', 'dans', 'place', 'armes', 'diana', 'menaçait', 'nouveau', 'bakel', 'révolutionnait', 'tous', 'pays', 'environnants', 'cherchant', 'entraîner', 'dans', 'lutte', 'contre', 'fran', 'çais', 'tandis', 'son', 'fils', 'soybou', 'laissé', 'sur', 'rive', 'droite', 'sénégal', 'tentait', 'prendre', 'entre', 'deux', 'feux', 'opérant', 'jonction', 'avec', 'bandes', 'son', 'père']",somme pouvait résumer comme suit notre situation dans haut fleuve nouveau prophète mahmadou lamine enorgueilli par ses récents succès dans bondou était fortifié dans place armes diana menaçait nouveau bakel révolutionnait tous pays environnants cherchant entraîner dans lutte contre fran çais tandis son fils soybou laissé sur rive droite sénégal tentait prendre entre deux feux opérant jonction avec bandes son père,"['Mahmadou', 'Lamine', 'Soybou', 'Diana', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
885,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['populations', 'riveraines', 'sénégal', 'étaient', 'prêtes', 'joindre', 'ces', 'deux', 'adversaires', 'notre', 'domination', 'dans', 'haut', 'fleuve']",populations riveraines sénégal étaient prêtes joindre ces deux adversaires notre domination dans haut fleuve,[],,4,deux / deux colonnes / colonnes
886,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['ahmadou', 'sultan', 'ségou', 'observait', 'événements']",ahmadou sultan ségou observait événements,['Ahmadou'],Ahmadou,3,était / pour / lui
887,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['hésitait', 'déclarer', 'contre', 'sentait', 'ses', 'hésitations', 'seraient', 'pas', 'longues', 'notre', 'situation', 'militaire', 'trouvait', 'compromise', 'autour', 'bakel']",hésitait déclarer contre sentait ses hésitations seraient pas longues notre situation militaire trouvait compromise autour bakel,[],,3,était / pour / lui
888,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['quant', 'samory', 'puissant', 'almamy', 'ouassoulou', 'tenait', 'sur', 'rive', 'droite', 'niger', 'inondait', 'ses', 'bandes', 'sofas', 'états', 'situation', 'politique']",quant samory puissant almamy ouassoulou tenait sur rive droite niger inondait ses bandes sofas états situation politique,[],,3,était / pour / lui
889,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['malinkés', 'rive', 'gauche', 'placés', 'cependant', 'sous', 'notre', 'protectorat', 'ses', 'cavaliers', 'venaient', 'chaque', 'jour', 'rançonner', 'nos', 'villages']",malinkés rive gauche placés cependant sous notre protectorat ses cavaliers venaient chaque jour rançonner nos villages,[],,3,était / pour / lui
890,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['toutes', 'autres', 'populations', 'haut', 'sénégal', 'haut', 'niger', 'encore', 'incertaines', 'sur', 'sort', 'lutte', 'ouverte', 'entre', 'mahmadou', 'lamine', 'roi', 'maures', 'trarzas']",toutes autres populations haut sénégal haut niger encore incertaines sur sort lutte ouverte entre mahmadou lamine roi maures trarzas,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
891,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['ces', 'deux', 'bateaux', 'devaient', 'rester', 'dans', 'haul', 'fleuve', 'pendant', 'toute', 'campagne', 'tenir', 'disposition', 'pour', 'participer', 'défense', 'ligne', 'sénégal', 'pour', 'toute', 'autre', 'mission', 'conviendrait', 'leur', 'donner']",ces deux bateaux devaient rester dans haul fleuve pendant toute campagne tenir disposition pour participer défense ligne sénégal pour toute autre mission conviendrait leur donner,[],,2,dans / ces / leur
892,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['bakel', 'etre', 'gravement', 'éprouvé', 'par', 'siège', 'mois', 'avril', 'précédent']",bakel etre gravement éprouvé par siège mois avril précédent,[],,5,par / plus / hadj
893,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['vers', 'cette', 'époque', 'le_marabout', 'mahmadou', 'lamine', 'bandes', 'sargfny', 'bakel', 'après', 'siège']",vers cette époque le_marabout mahmadou lamine bandes sargfny bakel après siège,"['Mahmadou', 'Lamine', 'le marabout', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
894,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['étaient', 'grossies', 'tous', 'habitants', 'pays', 'sarracolets', 'bordant', 'rives', 'fleuve', 'était', 'porté', 'devant', 'grand', 'établissement', 'commercial', 'militaire']",étaient grossies tous habitants pays sarracolets bordant rives fleuve était porté devant grand établissement commercial militaire,[],,3,était / pour / lui
895,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['fort', 'rester', 'abri', 'ses', 'insultes', 'était', 'pas', 'même', 'escale', 'habitée', 'par', 'nos', 'commerçants', 'traitants']",fort rester abri ses insultes était pas même escale habitée par nos commerçants traitants,[],,3,était / pour / lui
896,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['guer', 'riers', 'lamine', 'étaient', 'répandus', 'dans', 'plaine', 'bakel', 'partout', 'avaient', 'dérober', 'feu', 'canons', 'fort', 'avaient', 'pillé', 'incendié', 'habitations', 'magasins', 'traitants', 'indigènes', 'restés', 'fidèles', 'notre', 'cause']",guer riers lamine étaient répandus dans plaine bakel partout avaient dérober feu canons fort avaient pillé incendié habitations magasins traitants indigènes restés fidèles notre cause,['Lamine'],Lamine,2,dans / ces / leur
897,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['voyait', 'tous', 'côtés', 'ruines', 'siège', 'villages', 'guidimpalé', 'modinkané', 'montraient', 'leurs', 'cases', 'brûlées', 'maisons', 'briques', 'traitants', 'bien', 'ayant', 'mieux', 'résisté', 'écroulaient', 'nombre', 'endroits', 'cimetière', 'européen', 'particulièrement']",voyait tous côtés ruines siège villages guidimpalé modinkané montraient leurs cases brûlées maisons briques traitants bien ayant mieux résisté écroulaient nombre endroits cimetière européen particulièrement,[],,2,dans / ces / leur
898,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['souf', 'deux', 'campagnes', 'soudan', 'français']",souf deux campagnes soudan français,[],,4,deux / deux colonnes / colonnes
899,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['portant', 'fait', 'connaissance', 'officiers', 'fonction', 'naires', 'troupes', 'sous', 'mes', 'ordres', 'faisais', 'appel', 'énergie', 'dévoue', 'ment', 'tous', 'pour', 'parer', 'aux', 'dangers', 'rendaient', 'actuellement', 'notre', 'situation', 'plus', 'critiques', 'dans', 'haut', 'sénégal']",portant fait connaissance officiers fonction naires troupes sous mes ordres faisais appel énergie dévoue ment tous pour parer aux dangers rendaient actuellement notre situation plus critiques dans haut sénégal,[],,2,dans / ces / leur
900,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['puis', 'arrêtai', 'immédia', 'lement', 'principales', 'lignes', 'programme', 'proposais', 'suivre', 'pendant', 'campagne']",puis arrêtai immédia lement principales lignes programme proposais suivre pendant campagne,[],,3,était / pour / lui
901,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['entrer', 'aussitôt', 'lutte', 'avec', 'mahmadou', 'lamine', 'attachant', 'lui', 'comme', 'son', 'ombre', 'jusqu', 'disparition', 'complète', 'dangereux', 'person', 'nage', 'ramener', 'sultan', 'ahmadou', 'dispositions', 'plus', 'favorables', 'notre', 'égard', 'pour', 'renouer', 'avec', 'lui', 'relations', 'commerciales', 'interrompues', 'depuis', 'plusieurs', 'années', 'aider', 'son', 'concours', 'pour', 'battre', 'soybou', 'fils', 'marabout', 'tenait', 'campagne', 'sur', 'rive', 'droite', 'sénégal', 'rejeter', 'almamy', 'samory', 'autre', 'côté', 'niger', 'tranquilliser', 'popu', 'lations', 'souffraient', 'ses', 'incursions', 'incessantes', 'parmi', 'enfin', 'donner', 'tout', 'prix', 'air', 'notre', 'ligne', 'postes', 'protéger', 'efficacement', 'premières', 'mesures']",entrer aussitôt lutte avec mahmadou lamine attachant lui comme son ombre jusqu disparition complète dangereux person nage ramener sultan ahmadou dispositions plus favorables notre égard pour renouer avec lui relations commerciales interrompues depuis plusieurs années aider son concours pour battre soybou fils marabout tenait campagne sur rive droite sénégal rejeter almamy samory autre côté niger tranquilliser popu lations souffraient ses incursions incessantes parmi enfin donner tout prix air notre ligne postes protéger efficacement premières mesures,"['Mahmadou', 'Lamine', 'Soybou', 'Ahmadou']",Mahmadou,0,avec / lui / ses
902,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['caravanes', 'convois', 'parcouraient', 'pays', 'telles', 'étaient', 'bases', 'programme', 'adoptais', 'dès', 'moment', 'proposais', 'pour', 'suivre', 'avec', 'persévérance', 'énergie', 'jusqu', 'notre', 'prestige', 'eût', 'etre', 'recouvré', 'entier', 'eussions', 'mis', 'fin', 'situation', 'prolongeant', 'encore', 'quelque', 'temps', 'devait', 'amener', 'infailliblement', 'ruine', 'notre', 'entreprise', 'haut', 'fleuve']",caravanes convois parcouraient pays telles étaient bases programme adoptais dès moment proposais pour suivre avec persévérance énergie jusqu notre prestige eût etre recouvré entier eussions mis fin situation prolongeant encore quelque temps devait amener infailliblement ruine notre entreprise haut fleuve,[],,3,était / pour / lui
903,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['restai', 'peu', 'jours', 'bakel', 'juste', 'temps', 'passer', 'inspec', 'lion', 'détaillée', 'fort', 'lancer', 'premiers', 'ordres', 'pour', 'réunion', 'iroupes', 'sur', 'points', 'concentration']",restai peu jours bakel juste temps passer inspec lion détaillée fort lancer premiers ordres pour réunion iroupes sur points concentration,[],,2,dans / ces / leur
904,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['cases', 'entassées', 'pêle', 'mêle', 'grand', 'dommage', 'salubrité', 'hygiène']",cases entassées pêle mêle grand dommage salubrité hygiène,[],,3,était / pour / lui
905,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['diabé', 'notables', 'villages', 'environnants', 'rendirent', 'aisé', 'ment', 'mes', 'raisons', 'avant', 'mon', 'départ', 'eus', 'satisfaction', 'voir', 'commencer', 'partout', 'dans', 'escale', 'travaux', 'réfection', 'ordonnés']",diabé notables villages environnants rendirent aisé ment mes raisons avant mon départ eus satisfaction voir commencer partout dans escale travaux réfection ordonnés,[],,2,dans / ces / leur
906,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['occupai', 'aussi', 'réunir', 'plus', 'grand', 'nombre', 'renseignements', 'sur', 'pays', 'trouvait', 'moment', 'le_marabout', 'mahmadou', 'lamine']",occupai aussi réunir plus grand nombre renseignements sur pays trouvait moment le_marabout mahmadou lamine,"['Mahmadou', 'Lamine', 'le marabout', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
907,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['celui', 'étendu', 'domination', 'dans', 'contrées', 'situées', 'sur', 'deux', 'rives', 'falémé', 'entre', 'bafing', 'gambie', 'sénégal']",celui étendu domination dans contrées situées sur deux rives falémé entre bafing gambie sénégal,[],,4,deux / deux colonnes / colonnes
908,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['son', 'autorité', 'grandissait', 'chaque', 'jour', 'comme', 'hadj', 'oumar', 'ancien', 'adversaire', 'gouverneur', 'faidherbe', 'voulait', 'fonder', 'notre', 'détriment', 'nouvel', 'empire', 'musulman']",son autorité grandissait chaque jour comme hadj oumar ancien adversaire gouverneur faidherbe voulait fonder notre détriment nouvel empire musulman,['Hadj'],Hadj,5,par / plus / hadj
909,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['dernière', 'expédition', 'habilement', 'conduite', 'pendant', 'mois', 'octobre', 'précédent', 'rendu', 'maître', 'capitale', 'bondou', 'etat', 'placé', 'sous', 'notre', 'protectorat']",dernière expédition habilement conduite pendant mois octobre précédent rendu maître capitale bondou etat placé sous notre protectorat,[],,3,était / pour / lui
910,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['fait', 'décapiter', 'roi', 'pays', 'incen', 'dier', 'villages', 'récalcitrants', 'puis', 'emmenant', 'esclavage', 'plus', 'grande', 'partie', 'habitants', 'était', 'retiré', 'diana', 'kilomètres', 'environ', 'sud', 'bakel', 'non', 'loin', 'rives', 'gambie']",fait décapiter roi pays incen dier villages récalcitrants puis emmenant esclavage plus grande partie habitants était retiré diana kilomètres environ sud bakel non loin rives gambie,['Diana'],Diana,5,par / plus / hadj
911,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['mahmadou', 'lamine', 'organisé', 'formidables', 'fortifications', 'point', 'dirigeait', 'fructueuses', 'sanglantes', 'razzias', 'vers', 'contrées', 'voi', 'sines', 'dominait', 'par', 'terreur', 'élargissant', 'plus', 'plus', 'cercle', 'ses', 'déprédations', 'son', 'influence']",mahmadou lamine organisé formidables fortifications point dirigeait fructueuses sanglantes razzias vers contrées voi sines dominait par terreur élargissant plus plus cercle ses déprédations son influence,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
912,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['cachait', 'pas', 'son', 'intention', 'reprendre', 'offensive', 'vers', 'rives', 'sénégal', 'afin', 'prendre', 'entre', 'lui', 'son', 'fils', 'soybou']",cachait pas son intention reprendre offensive vers rives sénégal afin prendre entre lui son fils soybou,['Soybou'],Soybou,3,était / pour / lui
913,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['notre', 'commerce', 'existence', 'même', 'nos', 'comptoirs', 'fleuve', 'étaient', 'question']",notre commerce existence même nos comptoirs fleuve étaient question,[],,3,était / pour / lui
914,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['populations', 'inquiètes', 'attendaient', 'impa', 'tiemment', 'parti', 'allions', 'prendre']",populations inquiètes attendaient impa tiemment parti allions prendre,[],,3,était / pour / lui
915,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['certain', 'eût', 'etre', 'folie', 'enfoncer', 'vers', 'niger', 'dans', 'grave', 'état', 'crise']",certain eût etre folie enfoncer vers niger dans grave état crise,[],,2,dans / ces / leur
916,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['révolte', 'aurait', 'surgi', 'dès', 'mon', 'départ', 'mes', 'communications', 'avec', 'saint', 'louis', 'auraient', 'etre', 'rapidement', 'coupées']",révolte aurait surgi dès mon départ mes communications avec saint louis auraient etre rapidement coupées,[],,0,avec / lui / ses
917,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['fallait', 'aller', 'chercher', 'le_marabout', 'jusque', 'dans', 'place', 'armes', 'diana', 'malgré', 'éloignement', 'point', 'inconnu', 'planait', 'sur', 'région', 'dominait', 'notre', 'adversaire']",fallait aller chercher le_marabout jusque dans place armes diana malgré éloignement point inconnu planait sur région dominait notre adversaire,"['Diana', 'le marabout']",Diana,3,était / pour / lui
918,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['aucune', 'colonne', 'française', 'était', 'encore', 'aven', 'turée', 'aussi', 'loin', 'base', 'opérations']",aucune colonne française était encore aven turée aussi loin base opérations,[],,3,était / pour / lui
919,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['plus', 'comme', 'pays', 'avaient', 'reconnu', 'autorité', 'marabout', 'préparaient', 'lui', 'fournir', 'leurs', 'contingents', 'pour', 'marcher', 'encore', 'sur', 'nos', 'comptoirs', 'sénégal', 'étendaient', 'aussi', 'bien', 'sur', 'rive', 'gauche', 'falémé', 'depuis', 'sénoudébou', 'jusqu', 'gambie', 'sur', 'rive', 'droite', 'même', 'rivière', 'jusqu', 'bafing', 'arrêtai', 'principe', 'formation', 'deux', 'colonnes']",plus comme pays avaient reconnu autorité marabout préparaient lui fournir leurs contingents pour marcher encore sur nos comptoirs sénégal étendaient aussi bien sur rive gauche falémé depuis sénoudébou jusqu gambie sur rive droite même rivière jusqu bafing arrêtai principe formation deux colonnes,[],,4,deux / deux colonnes / colonnes
920,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['celles', 'ramèneraient', 'ces', 'deux', 'grandes', 'régions', 'dans', 'devoir', 'premières', 'mesures']",celles ramèneraient ces deux grandes régions dans devoir premières mesures,[],,4,deux / deux colonnes / colonnes
921,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['combinant', 'leurs', 'mouvements', 'rencontreraient', 'diana', 'centre', 'probable', 'résistance', 'mahmadou', 'lamine']",combinant leurs mouvements rencontreraient diana centre probable résistance mahmadou lamine,"['Mahmadou', 'Lamine', 'Diana', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
922,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['mis', 'aussitôt', 'deux', 'officiers', 'étal', 'major', 'lieutenant', 'artillerie', 'marine', 'bonaccorsi', 'lieutenant', 'infanterie', 'marine', 'quiquandon', 'relations', 'avec', 'indigènes', 'avaient', 'fourni', 'précédents', 'rensei', 'gnements']",mis aussitôt deux officiers étal major lieutenant artillerie marine bonaccorsi lieutenant infanterie marine quiquandon relations avec indigènes avaient fourni précédents rensei gnements,[],,2,dans / ces / leur
923,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['élaient', 'ousman', 'gassi', 'jeune', 'chef', 'bondou', 'neveu', 'roi', 'assassiné', 'chasseurs', 'peuls', 'avaient', 'élé', 'pris', 'par', 'le_marabout', 'après', 'passé', 'quelques', 'jours', 'parmi', 'ses', 'guerriers', 'avaient', 'réussi', 'échapper']",élaient ousman gassi jeune chef bondou neveu roi assassiné chasseurs peuls avaient élé pris par le_marabout après passé quelques jours parmi ses guerriers avaient réussi échapper,['le marabout'],le marabout,2,dans / ces / leur
924,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['ces', 'deux', 'officiers', 'après', 'longuement', 'interrogé', 'ces', 'indi', 'gènes', 'regurent', 'ordre', 'quitter', 'bakel', 'aller', 'faire', 'avec', 'toute', 'dis', 'crétion', 'nécessaire', 'reconnaissance', 'routes', 'nos', 'colonnes', 'pour', 'raient', 'suivre', 'travers', 'bondou', 'bambouk', 'pour', 'parvenir', 'diana']",ces deux officiers après longuement interrogé ces indi gènes regurent ordre quitter bakel aller faire avec toute dis crétion nécessaire reconnaissance routes nos colonnes pour raient suivre travers bondou bambouk pour parvenir diana,['Diana'],Diana,2,dans / ces / leur
925,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['tous', 'deux', 'revêtirent', 'costume', 'peu', 'apparent', 'manière', 'pouvoir', 'faire', 'passer', 'pour', 'simples', 'explorateurs', 'recherche', 'produits', 'pays', 'cacher', 'plus', 'possible', 'but', 'leur', 'mission']",tous deux revêtirent costume peu apparent manière pouvoir faire passer pour simples explorateurs recherche produits pays cacher plus possible but leur mission,[],,4,deux / deux colonnes / colonnes
926,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['lieutenant', 'bonaccorsi', 'partit', 'novembre', 'dans', 'direction', 'sénoudébou', 'pour', 'étudier', 'route', 'par', 'bondou']",lieutenant bonaccorsi partit novembre dans direction sénoudébou pour étudier route par bondou,[],,2,dans / ces / leur
927,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['nos', 'relations', 'avec', 'souverains', 'nègres', 'soudan', 'français']",nos relations avec souverains nègres soudan français,[],,0,avec / lui / ses
928,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['camp', 'deuxième', 'colonne', 'diamou', 'plan', 'campagne', 'contre', 'le_marabout', 'mahmadou', 'lamine']",camp deuxième colonne diamou plan campagne contre le_marabout mahmadou lamine,"['Mahmadou', 'Lamine', 'le marabout', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
929,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['novembre', 'embarquai', 'mon', 'tour', 'sur', 'richard', 'toll', 'amenait', 'quelques', 'heures', 'camp', 'arondoi']",novembre embarquai mon tour sur richard toll amenait quelques heures camp arondoi,[],,3,était / pour / lui
930,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['arondou', 'village', 'situé', 'confluent', 'sénégal', 'falémé']",arondou village situé confluent sénégal falémé,[],,2,dans / ces / leur
931,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['non', 'loin', 'village', 'trouve', 'beau', 'plateau', 'ombragé', 'bien', 'battu', 'par', 'vents', 'présentait', 'conditions', 'hygiéniques', 'relativement', 'bonnes']",non loin village trouve beau plateau ombragé bien battu par vents présentait conditions hygiéniques relativement bonnes,[],,5,par / plus / hadj
932,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['point', 'était', 'plus', 'rencontre', 'deux', 'cours', 'eau', 'suivis', 'par', 'nos', 'chalands', 'destination', 'kayes', 'chef', 'lieu', 'soudan', 'français', 'sénoudébou', 'notre', 'poste', 'avancé', 'falémé', 'avions', 'moment', 'compagnie', 'tirailleurs', 'garnison']",point était plus rencontre deux cours eau suivis par nos chalands destination kayes chef lieu soudan français sénoudébou notre poste avancé falémé avions moment compagnie tirailleurs garnison,[],,4,deux / deux colonnes / colonnes
933,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['pouvions', 'ainsi', 'surveiller', 'pays', 'sarracolets', 'dispositions', 'étaient', 'toujours', 'douteuses', 'montrions', 'forces', 'sultan', 'ahmadou', 'campé', 'alors', 'sur', 'rive', 'droite', 'sénégal', 'avec', 'dizaine', 'mille', 'hommes']",pouvions ainsi surveiller pays sarracolets dispositions étaient toujours douteuses montrions forces sultan ahmadou campé alors sur rive droite sénégal avec dizaine mille hommes,['Ahmadou'],Ahmadou,0,avec / lui / ses
